Y,JD,S,E,A1,A2,A3,A4,P1,P2,P3,P4,Q1,Q2,Q3,Q4,COMMENTS,T1,N1,T2,N2,Grade,Traces,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
71,136,0530,0615,1,3.25,,,2,2,,,,,,,,,,,,C,3,,1,1,1,,,,,,,,,,,
71,136,0848,0925,,1.25,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,136,1440,1500,0.75,,,,2,,,,,2,,,,,,A,6,,,,,,,,,,,,,,,,,
71,136,1518,1545,,2,,,,2,,,,,,,,,,A,238,C,2,,,,,,1,1,,,,,,,,
71,136,1618,1640,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,136,2124,2200,0.5,3,,,2,2,,,,,,,,,,A,244,C,2,,,,,,1,1,,,,,,,,
71,137,0508,,-1,-1,,,,,,,,,,,,,,A,14,,,,,,,,,,,,,,,,,
71,137,0536,0620,1.5,6,,,2,2,,,,,,,12 T OFST,A,1,A,1,C,6,,1,1,1,,1,1,1,,,,,,,
71,137,0948,1010,,5,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,137,2235,2315,1.75,4,,,2,2,,,,,,,,A,14,A,14,C,5,,1,1,1,,1,1,,,,,,,,
71,138,2225,2325,1,3,,,2,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,139,0310,0352,,2,,,,2,,,,,,,,,,A,70,C,2,,,,,,1,1,,,,,,,,
71,139,0635,0715,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,140,1729,1905,4.5,22,,,2,2,,,,,,,,H,,H,,B,7,,1,1,1,1,1,1,1,,,,,,,
71,141,2336,0017,0.3,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,142,0219,0315,1,2,,,1,2,,,,,,,,C,,C,,C,2,,1,1,,,,,,,,,,,,
71,142,1755,1900,6,5.5,,,2,2,,,,,,,,C,,C,,B,6,,1,1,1,,1,1,1,,,,,,,
71,143,1108,1235,1.5,5.5,,,2,2,,,,,,,,C,,C,,C,6,,1,1,1,,1,1,1,,,,,,,
71,143,2126,9999,,1.5,,,,2,,,,6,,,,C,,C,,,,,,,,,,,,,,,,,,
71,143,2220,0030,80,550,,,2,2,,,6,4,,,,C,,C,,A,7,,1,1,1,1,1,1,1,,,,,,,
71,145,0120,0210,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,0406,9999,,1,,,,2,,,,,,,,,,,,C,1,,,,,,,1,,,,,,,,
71,145,0438,9999,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,145,0556,0640,0.75,2.5,,,,2,,,,,,,,M,,A,210,C,2,,,,,,1,1,,,,,,,,
71,145,0735,9999,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,0810,9999,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,0847,9999,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,0902,9999,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,0938,1015,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,1042,1130,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,1344,9999,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,1433,1525,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,145,1608,1640,,1,,,,2,,,,,,,,,,A,339,,,,,,,,,,,,,,,,,
71,145,1915,9999,,1,,,,2,,,,6,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,145,1950,2040,,1,,,,2,,,,6,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,145,2111,2150,,1.5,,,,2,,,,6,,,,,,A,272,,,,,,,,,,,,,,,,,
71,145,2337,0045,1,4.5,,,2,2,,,,6,,,,C,,C,,,,,,,,,,,,,,,,,,
71,146,0152,0230,,1.5,,,,2,,,,,,,,,,A,371,,,,,,,,,,,,,,,,,
71,146,0319,9999,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,0354,0430,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,0506,0600,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,0617,9999,,1.5,,,,2,,,,,,,,,,A,335,,,,,,,,,,,,,,,,,
71,146,0633,0715,1,3,,,2,2,,,,,,,,,,A,201,,,,,,,,,,,,,,,,,
71,146,0738,0810,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,0830,0910,,1,,,,2,,,,,,,,,,A,75,,,,,,,,,,,,,,,,,
71,146,0930,1000,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,1102,1200,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,1343,1410,,1,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,146,1550,9999,1.5,4,,,2,2,,,,,,,,A,23,A,23,,,,,,,,,,,,,,,,,
71,146,1625,1700,1,2.5,,,2,2,,,,,,,,A,29,A,29,,,,,,,,,,,,,,,,,
71,146,1732,1755,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,146,2016,2050,,1,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,146,2307,2350,,1,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,147,0038,0110,,2,,,,2,,,,6,,,,A,10,A,10,,,,,,,,,,,,,,,,,
71,147,0245,0307,,1.2,,,,2,,,,,,,,,,A,339,,,,,,,,,,,,,,,,,
71,147,0400,0445,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,147,0707,9999,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,147,0737,0802,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,147,0827,9999,,1,,,,2,,,,,,,12 T?,,,,,C,1,,,,,,,1,,,,,,,,
71,147,0846,0910,,1.2,,,,2,,,,,,,12 T?,,,A,75,C,2,,,,,,1,1,,,,,,,,
71,147,1327,1405,1,3,,,2,2,,,,,,,,A,9,A,9,C,5,,1,1,1,,1,1,,,,,,,,
71,147,1435,1505,,1,,,,2,,,,,,,,,,A,319,C,2,,,,,,1,1,,,,,,,,
71,147,1710,9999,0.5,2,,,2,2,,,,,,,,,,A,94,C,2,,,,,,1,1,,,,,,,,
71,147,1723,1750,0.5,3,,,2,,,,,,,,,,,A,30,,,,,,,,,,,,,,,,,
71,147,2015,2105,,1,,,,2,,,6,,,,14 T?,,,,,C,2,,,,,,1,1,,,,,,,,
71,148,0033,0105,,1,,,,2,,,6,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,148,0150,0225,,1,,,,2,,,,,,,,,,,,C,1,,,,,,,1,,,,,,,,
71,148,0335,9999,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,148,0406,0440,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,148,0507,0540,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,148,0724,0800,,1.2,,,,2,,,,,,,,,,A,8,C,2,,,,,,1,1,,,,,,,,
71,148,0900,0925,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,148,1306,1340,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,148,1447,1518,,1,,,,2,,,,,,,,,,A,319,C,2,,,,,,1,1,,,,,,,,
71,148,1739,1820,,1.2,,,,2,,,,,,,,,,A,25,,,,,,,,,,,,,,,,,
71,148,2002,2040,1,2.5,,,2,2,,,,,,,"12,14 T?",A,9,A,9,C,5,,1,1,1,,1,1,,,,,,,,
71,149,0006,0035,,1,,,,2,,,,,,,"12,14 T?",,,A,336,C,2,,,,,,1,1,,,,,,,,
71,149,0117,0155,,1,,,,2,,,,,,,"12,14 T?",,,,,C,2,,,,,,1,1,,,,,,,,
71,149,1054,1125,,1.2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,149,1155,9999,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,149,1219,1255,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,149,1625,1645,,1,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,149,1740,1830,,1,,,,2,,,,,,,EVENT?,,,,,,,,,,,,,,,,,,,,,
71,149,2235,2310,,1.2,,,,2,,,,,,,,,,A,8,C,2,,,,,,1,1,,,,,,,,
71,150,0410,9999,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,150,0525,0545,,1,,,,2,,,,,,,,,,,,C,3,,,,,1,1,1,,,,,,,,
71,150,1622,1650,,1.2,,,,2,,,,,,,,,,A,369,C,2,,,,,,1,1,,,,,,,,
71,151,1012,1055,1,4,,,2,2,,,,,,,,A,16,A,16,C,6,,1,1,1,1,1,1,,,,,,,,
71,151,1239,1305,,1,,,,2,,,,,,,,,,,,C,1,,,,,,1,,,,,,,,,
71,152,0013,0105,,1.2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,152,0344,0415,0.75,1.6,,,2,2,,,,,,,,A,39,A,39,C,2,,,,,,1,1,,,,,,,,
71,152,2258,0025,1.5,6,,,2,2,,,,,,,,C,,C,,C,7,,1,1,1,1,1,1,1,,,,,,,
71,153,0221,0305,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,153,0407,0445,,1,,,,2,,,,,,,,A,39,A,39,C,2,,,,,,1,1,,,,,,,,
71,154,1444,1540,0.9,6.5,,,2,2,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,
71,155,2151,2330,4,19,,,2,2,,,,,,,,C,,C,,B,7,,1,1,1,1,1,1,1,,,,,,,
71,156,0630,0720,1,2,,,2,2,,,,,,,,,,A,64,C,5,,1,1,1,,1,1,,,,,,,,
71,156,0850,0940,1.5,5,,,2,2,,,,,,,,A,24,A,10,C,6,,1,1,1,,1,1,1,,,,,,,
71,156,2058,2130,,1.2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,157,0035,0110,,1.8,,,,2,,,,,,,,,,A,218,C,2,,,,,,1,1,,,,,,,,
71,157,0927,1010,1,2,,,2,2,,,,6,,,,,,A,222,C,3,,,,1,,1,1,,,,,,,,
71,157,1600,9999,0.75,1.8,,,2,2,,,,,,,,,,A,18,C,2,,,,,,1,1,,,,,,,,
71,157,1622,1650,1,2.2,,,2,2,,,,,,,,,,A,20,C,4,,1,1,,,1,1,,,,,,,,
71,157,1908,1950,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,158,0144,0210,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,158,0700,0730,,1.2,,,,2,,,,,,,,,,A,86,C,2,,,,,,1,1,,,,,,,,
71,158,1048,1120,,3,,,,2,,,,,,,,,,A,18,C,3,,,,,,1,1,1,,,,,,,
71,158,1144,1230,1,3,,,2,2,,,,,,,,,,A,216,C,4,,1,1,,,1,1,,,,,,,,
71,158,1405,1430,,1.5,,,,2,,,,,,,12 T?,,,,,,,,,,,,,,,,,,,,,
71,158,1810,1900,0.5,1.8,,,2,2,,,,,,,,,,A,367,C,2,,,,,,1,1,,,,,,,,
71,158,1950,2030,,1.5,,,,2,,,,,,,,,,,,C,1,,,,,,,1,,,,,,,,
71,158,2115,2150,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,158,2247,2335,0.9,2,,,2,2,,,,,,,M?,,,A,204,,,,,,,,,,,,,,,,,
71,158,2350,0040,,1.5,,,,2,,,,,,,,,,A,18,C,2,,,,,,1,1,,,,,,,,
71,159,0739,0820,,2,,,,2,,,,,,,,,,A,243,C,2,,,,,,1,1,,,,,,,,
71,159,0909,0940,0.8,2,,,2,2,,,,,,,,,,A,366,C,2,,,,,,1,1,,,,,,,,
71,159,1035,1110,,1.5,,,,2,,,6,6,,,,C,,C,,C,2,,,,,,1,1,,,,,,,,
71,159,1135,1200,,1.2,,,,2,,,6,6,,,,,,,,C,1,,,,,,,1,,,,,,,,
71,159,1420,1500,1.45,5,,,2,2,,,6,,,,,C,,C,,B,4,,,,,1,1,1,1,,,,,,,
71,159,1758,1830,,2,,,,2,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
71,159,1840,1910,,2,,,,2,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
71,159,1915,1950,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,159,2008,2040,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,159,2104,2140,,3,,,,2,,,,,,,,,,,,C,3,,,,,,1,1,1,,,,,,,
71,159,2150,2220,,2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,159,2234,2310,,1.8,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,159,2351,0040,1,4.5,,,2,1,,,,,,,,A,7,A,7,C,3,,,,,,1,1,1,,,,,,,
71,160,0045,0110,,1.8,,,,2,,,,,,,,,,A,60,C,2,,,,,,1,1,,,,,,,,
71,160,0115,0150,1,3,,,2,2,,,,,,,,A,18,A,18,C,6,,1,1,1,,1,1,1,,,,,,,
71,160,0155,0230,,2.8,,,,2,,,,,,,,,,A,230,C,3,,,,,,1,1,1,,,,,,,
71,160,0235,0330,1,4,,,2,2,,,,,,,,A,18,A,18,C,6,,1,1,1,,1,1,1,,,,,,,
71,160,0418,0450,,2,,,,2,,,,,,,,,,A,209,,,,,,,,,,,,,,,,,
71,160,0706,0740,,2.2,,,,2,,,,,,,,,,A,218,C,3,,,,,,1,1,1,,,,,,,
71,160,0745,0815,,1.2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,160,0820,0850,,1.2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,160,1017,1130,2,10,,,2,2,,,,,,,,A,1,A,1,B,6,,1,1,1,,1,1,1,,,,,,,
71,160,1225,1310,0.95,2.5,,,2,2,,,,,,,14 T?,C,,C,,C,2,,,,,,1,1,,,,,,,,
71,160,1705,1750,1.25,3.2,,,2,2,,,,,,,,C,,C,,C,5,,1,1,1,,1,1,,,,,,,,
71,161,0021,0050,,2,,,,2,,,,,,,,,,A,74,,,,,,,,,,,,,,,,,
71,161,0058,0130,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,161,0338,0450,,2.2,,,,2,,,,,,,,,,A,21,C,2,,,,,,1,1,,,,,,,,
71,161,0742,0820,1,2.5,,,2,,,,,,,,,,,A,5,C,4,,1,1,,,1,1,,,,,,,,
71,161,0912,0930,0.8,2.8,,,2,2,,,,,,,,,,A,340,C,2,,,,,,1,1,,,,,,,,
71,161,0949,1030,1,3.5,,,2,2,,,,,,,,,,A,18,C,6,,1,1,1,,1,1,1,,,,,,,
71,161,1158,1250,1,3,,,2,2,,,,,,,14 T?,C,,C,,C,4,,1,1,,,1,1,,,,,,,,
71,161,1401,1435,,2,,,,,,,,6,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,161,1435,1505,,2.5,,,,,,,,6,,,,,,A,36,,,,,,,,,,,,,,,,,
71,161,1912,,-1,-1,,,,,,,,,,,,,,A,14,,,,,,,,,,,,,,,,,
71,162,0105,0125,,1.2,,,,,,,,,,,,,,A,325,C,2,,,,,,1,1,,,,,,,,
71,162,0234,9999,,1.5,,,,,,,,,,,,,,,,C,2,,,,,1,,1,,,,,,,,
71,162,0250,0315,,2,,,,,,,,,,,,,,A,1,C,2,,,,,,1,1,,,,,,,,
71,162,0448,0508,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,162,0644,9999,1,3,,,2,2,,,,,,,,C,,C,,C,5,,1,1,1,,1,1,,,,,,,,
71,162,0706,0730,,2,,,,2,,,,,,,,,,A,344,C,2,,,,,,1,1,,,,,,,,
71,162,0751,0815,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,162,0920,1010,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,162,1042,1103,,1.2,,,,2,,,,,,,,,,A,14,C,2,,,,,,1,1,,,,,,,,
71,162,1153,1220,1.05,3,,,2,2,,,,,,,,,,A,204,C,3,,,,1,,1,1,,,,,,,,
71,162,1333,9999,,2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,162,1352,1510,6.25,15,,,2,,,,,,,,,C,,C,,B,6,,1,1,1,,1,1,1,,,,,,,
71,162,1918,9999,0.95,1.5,,,2,2,,,,,,,,,,A,370,C,2,,,,,,1,1,,,,,,,,
71,162,1936,2005,,1.2,,,,2,,,,,,,,,,A,380,,,,,,,,,,,,,,,,,
71,162,2120,2145,1,1.8,,,2,2,,,,,,,14 T?,,,A,219,C,2,,,1,,,,1,,,,,,,,
71,163,0150,0210,,1.5,,,,2,,,,,,,14 T?,,,,,C,2,,,,,,1,1,,,,,,,,
71,163,0233,0250,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,163,0638,0725,2.5,9,,,2,2,,,,,,,,A,1,A,1,B,6,,1,1,1,,1,1,1,,,,,,,
71,163,1051,1330,162,400,,,2,2,,,,,,,,C,,C,,A,7,,1,1,1,1,1,1,1,,,,,,,
71,163,1946,2015,1.8,3,,,2,1,,,,,,,,,,A,14,C,6,,1,1,1,,1,1,1,,,,,,,
71,163,2030,2050,,1.2,,,,2,,,,,,,,,,A,36,,,,,,,,,,,,,,,,,
71,163,2151,2210,,1.5,,,,2,,,,,,,,,,A,37,C,2,,,,,,1,1,,,,,,,,
71,164,0130,0150,,1,,,,2,,,,,,,,,,A,239,C,2,,,,,,1,1,,,,,,,,
71,164,1223,1245,,1.1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,164,2252,2310,,2,,,,2,,,,,,,,,,A,1,C,2,,,,,,1,1,,,,,,,,
71,164,2328,2350,,2,,,,2,,,,,,,,,,A,223,C,2,,,,,,1,1,,,,,,,,
71,165,2141,2205,1,2.2,,,2,2,,,,,,,,,,A,3,C,4,,1,1,,,1,1,,,,,,,,
71,169,1230,1320,0.75,3.5,,,2,2,,,,,,,,C,,C,,C,2,,,,,,1,1,,,,,,,,
71,170,0953,1025,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,170,1635,1800,1.45,6,,,2,2,,,,,,,,C,,C,,B,6,,1,1,1,,1,1,1,,,,,,,
71,172,0858,0930,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,172,1043,1130,0.7,2,,,2,2,,,,,,,,,,A,210,C,2,,,,,,1,1,,,,,,,,
71,172,1240,1330,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,172,2210,2255,,2,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,172,2300,2350,,2,,,,2,,,,,,,,,,A,341,C,3,,,,,,1,1,1,,,,,,,
71,173,0850,0930,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,173,1218,1250,,1.5,,,,2,,,,,,,,,,A,14,,,,,,,,,,,,,,,,,
71,173,1418,1500,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,173,1517,1600,1.1,3,,,2,2,,,,,,,,A,23,A,23,,,,,,,,,,,,,,,,,
71,173,2030,2055,,2,,,,2,,,,,,,12 T?,,,A,255,C,2,,,,,,1,1,,,,,,,,
71,174,0218,0250,,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,174,0506,0530,,2,,,,2,,,,,,,,,,A,29,C,2,,,,,,1,1,,,,,,,,
71,174,0603,0625,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,174,1029,1050,,1.5,,,,,,,,,,,,,,A,339,,,,,,,,,,,,,,,,,
71,174,1102,1145,1.3,6,,,2,2,,,,,,,,C,,C,,C,6,,1,1,1,,1,1,1,,,,,,,
71,174,1316,1335,,1.5,,,,2,,,,,,,,,,A,371,C,2,,,,,,1,1,,,,,,,,
71,174,1359,1420,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,174,1507,1550,1,2.5,,,2,2,,,,,,,,A,9,A,9,C,5,,1,1,1,,1,1,,,,,,,,
71,174,2358,0040,,2,,,,2,,,,,,,,,,A,10,C,2,,,,,,1,1,,,,,,,,
71,175,0137,0210,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,175,0323,0400,,1.5,,,,2,,,,,,,,,,A,69,,,,,,,,,,,,,,,,,
71,175,0500,0535,,2,,,,2,,,,,,,,,,A,364,C,1,,,,,,1,,,,,,,,,
71,175,0546,0640,,3,,,,2,,,,,,,,,,A,201,C,5,,1,1,1,,1,1,,,,,,,,
71,175,0751,0850,,3,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,175,1345,1450,1.5,2,,,2,2,,,,,,,,C,,C,,C,7,,1,1,1,1,1,1,1,,,,,,,
71,175,1535,1610,,1.5,,,,2,,,,,,,,,,A,8,,,,,,,,,,,,,,,,,
71,175,1719,1840,1.75,6,,,2,2,,,,,,,,C,,C,,B,6,,1,1,1,,1,1,1,,,,,,,
71,175,2057,2140,,1,,,,2,,,,,,,,,,A,79,,,,,,,,,,,,,,,,,
71,175,2215,2250,,1,,,,2,,,,,,,12 T?,,,A,335,,,,,,,,,,,,,,,,,
71,176,0022,9999,0.5,1.2,,,2,2,,,,,,,,A,9,A,8,,,,,,,,,,,,,,,,,
71,176,0037,0120,1,2.8,,,2,2,,,,,,,,,,A,9,C,5,,1,1,1,,1,1,,,,,,,,
71,176,0527,0610,1,2,,,2,2,,,,,,,,C,,C,,C,6,,1,1,1,,1,1,1,,,,,,,
71,176,0736,0820,,1.6,,,,2,,,,,,,,,,A,34,C,2,,,,,,1,1,,,,,,,,
71,176,0859,0935,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,176,0945,1020,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,176,1030,1055,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,176,1105,1140,,1,,,,2,,,,,,,,,,A,75,,,,,,,,,,,,,,,,,
71,176,1258,1320,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,176,1330,1400,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,176,1435,1515,,1,,,,2,,,,,,,,,,A,25,C,2,,,,,,1,1,,,,,,,,
71,176,1532,1620,0.9,1.5,,,2,2,,,,,,,,C,,C,,C,2,,,,,,1,1,,,,,,,,
71,176,2228,2320,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,177,0011,0150,2.75,10,,,2,2,,,,,,,,C,,C,,B,6,,1,1,1,1,1,1,,,,,,,,
71,177,1034,1110,,1,,,,2,,,,,,,,,,A,369,C,1,,,,,,,1,,,,,,,,
71,177,1140,1220,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,178,0813,0845,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,178,0938,1010,,0.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,178,1855,2030,19,75,,,2,2,,,,,,,,C,,C,,B,7,,1,1,1,1,1,1,1,,,,,,,
71,179,0304,0340,1,4,,,2,2,,,,,,,,A,16,A,16,C,6,,1,1,1,1,1,1,,,,,,,,
71,179,0450,0520,,2,,,,2,,,,,,,,A,39,A,39,C,2,,,,,,1,1,,,,,,,,
71,179,1542,1602,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,180,0057,0115,,1,,,,2,,,,,,,EVENT ?,,,,,C,1,,,,,1,,,,,,,,,,
71,180,0240,0318,,2.8,,,,2,,,,,,,,A,39,A,39,C,3,,,,,1,1,1,,,,,,,,
71,180,0512,0545,,1.5,,,,2,,,,,,,,,,,,C,2,,,,,1,,1,,,,,,,,
71,180,1147,1210,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,180,1454,1522,,4,,,,2,,,,6,,,,C,,C,,,,,,,,,,,,,,,,,,
71,180,1902,1915,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,181,0540,0610,,1,,,,2,,,,,,,12 T?,,,A,33,C,2,,,,,,1,1,,,,,,,,
71,181,0808,0850,,1.8,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,181,1401,1500,1.5,5,,,2,2,,,,,,,,C,,C,,B,2,,,,,,1,1,,,,,,,,
71,181,2152,2210,,1,,,,2,,,,,,,,,,A,204,C,1,,,,,,1,,,,,,,,,
71,181,2328,2350,,1,,,,2,,,,,,,,,,A,97,C,2,,,,,,1,1,,,,,,,,
71,182,0739,0755,,0.8,,,,2,,,,,,,EVENT ?,,,,,,,,,,,,,,,,,,,,,
71,182,1028,1050,,1.5,,,,2,,,,,,,,,,A,237,C,2,,,,,,1,1,,,,,,,,
71,182,1200,1220,,1,,,,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,182,1947,2003,,0.8,,,,2,,,,,,,,,,A,100,,,,,,,,,,,,,,,,,
71,182,2053,2115,,1,,,,2,,,,,,,,,,,,C,1,,,,,1,,,,,,,,,,
71,184,0243,0345,1.9,7,,,2,2,,,,2,,,,C,,C,,C,5,,1,1,1,,1,1,,,,,,,,
71,185,2244,2310,1,3,,,2,2,,,,2,,,,,,A,216,C,2,,,,,1,1,,,,,,,,,
71,185,2328,0010,1.2,4,,,2,2,,,,2,,,,C,,C,,,,,,,,,,,,,,,,,,
71,186,0018,0050,1,3,,,2,2,,,,2,,,,,,A,38,,,,,,,,,,,,,,,,,
71,186,0115,0140,0.5,2.2,,,2,2,,,,2,,,,,,A,218,,,,,,,,,,,,,,,,,
71,186,0408,0500,1.5,6,,,2,2,,,,2,,,,C,,C,,C,6,1,1,1,,1,1,1,,,,,,,,
71,186,0504,0525,0.5,2.5,,,2,2,,,,2,,,,M,,A,204,C,3,,,,,1,1,1,,,,,,,,
71,186,0640,,-1,-1,,,,,,,,,,,,,,A,18,,,,,,,,,,,,,,,,,
71,186,1318,1340,,2.2,,,,,,,,,,,,,,,,C,2,,1,1,,,,,,,,,,,,
71,186,1641,1710,,3,,,,,,,1,,,,,,,A,86,C,2,,1,1,,,,,,,,,,,,
71,186,1742,1800,,2.2,,,,,,,1,,,,,,,A,251,,,,,,,,,,,,,,,,,
71,186,1906,1923,0.5,2.5,,,2,2,,,,,,,,,,,,C,2,,,,,,1,1,,,,,,,,
71,186,1937,2000,1,5,,,2,2,,,,,,,,,,A,13,C,5,,1,1,1,,1,1,,,,,,,,
71,186,2233,2255,0.9,3,,,2,2,,,,,,,,A,18,A,18,,,,,,,,,,,,,,,,,
71,187,0012,0035,,2,,,,2,,,,,,,,,,A,227,C,2,,,,,,1,1,,,,,,,,
71,187,0454,9999,1,5.5,,,2,2,,,,,,,,A,7,A,7,C,5,,1,1,1,,1,1,,,,,,,,
71,187,0520,0550,1,3.5,,,2,2,,,,,,,,A,22,A,100,C,3,,1,,,,1,1,,,,,,,,
